Date,Title,img_path,Caption,Colours,Style,Subject,Keywords,Category,img_alt,Width,Height
2020-05-07,White rabbits,19Whiterabbits7.jpg,"A sketch portrait showing a person wearing rectangular glasses with shoulder-length hair. The drawing has a loose, sketchy quality with expressive linework capturing facial features in a casual, artistic style.","['Reddish-brown', 'White/cream paper', 'Yellow (bookmark ribbon)']","['Sketch art', 'Portrait drawing', 'Loose gestural drawing', 'Quick study', 'Contemporary illustration']","A portrait sketch featuring glasses and medium-length hair, drawn with expressive lines that create a casual yet characteristic likeness","['sketch', 'portrait', 'glasses', 'artistic', 'brown pencil', 'gestural', 'contemporary', 'expressive', 'illustration', 'drawing', 'sketchbook', 'casual art']",Blog,,340.0,453.0
2020-05-06,Sren not Sren,22S-rennotS-ren9.jpg,"A sketch portrait drawn in a loose, expressive style showing a figure wearing glasses and a bow tie. The drawing features messy, dynamic hair and distinctive facial features rendered in quick, gestural strokes.","['Reddish-brown/sepia', 'White paper background']","['Loose sketch', 'Gestural drawing', 'Expressive portrait', 'Quick study', 'Caricature-like']","['Portrait drawing of a figure with distinctive features including', '- Rectangular glasses', '- Disheveled/wild hair', '- Bow tie', '- Serious expression']","['sketch', 'portrait', 'glasses', 'bow tie', 'sepia', 'gestural', 'expressive', 'loose drawing', 'character study', 'quick sketch', 'monochromatic']",Blog,,340.0,453.0
2020-05-06,Got a new brush pen,21Gotanewbrushpen2.jpg,A sketch portrait drawn in bright blue marker showing a serene face with closed eyes and flowing hair. The drawing uses expressive linework and cross-hatching techniques to create depth and texture.,"['Bright turquoise blue', 'White/cream (paper)', 'Yellow (bookmark)', 'Black (background)']","['Contemporary sketch', 'Expressive line art', 'Single-color illustration', 'Gestural drawing', 'Quick sketch portraiture']","A portrait sketch depicting a peaceful facial expression with closed eyes, defined features, and flowing, wind-swept hair rendered entirely in blue marker","['marker art', 'blue sketch', 'portrait', 'line drawing', 'expressive', 'cross-hatching', 'flowing hair', 'peaceful', 'contemporary art', 'minimalist', 'single color', 'gestural', 'sketch', 'Tombow marker']",Blog,,340.0,453.0
2020-05-05,Definitely not Kierkegaard,23DefinitelynotKierkegaard7.jpg,"A sketch portrait done in a loose, expressive style showing a face with pronounced features, striking eyes, and textured hair. The drawing has a contemporary, stylized quality with confident, gestural strokes.","['Reddish-brown/sepia', 'Off-white paper', 'Dark background visible around edges']","['Contemporary sketch', 'Gestural drawing', 'Quick study', 'Loose linear style', 'Expressive portraiture']","['Portrait study', 'Head and shoulders view', 'Contemporary figure drawing']","['sketch', 'portrait', 'sepia', 'gestural', 'contemporary', 'expressive', 'drawing', 'study', 'artistic', 'illustration', 'linear', 'quick sketch']",Blog,,340.0,453.0
2020-04-27,Oh Dahvid,25OhDahvid8.jpg,"A loose, expressive sketch portrait showing a figure wearing round glasses, rendered in reddish-brown tones with gestural, sketchy linework. The drawing captures a direct, forward-facing pose with distinctive features and casual attire suggested by basic collar lines.","['Reddish-brown/terracotta', 'Off-white paper', 'Wooden brown of the pencil tool']","['Gestural sketch', 'Quick study', 'Loose expressive drawing', 'Contemporary portraiture', 'Spontaneous line drawing']","A portrait sketch focusing on facial features, particularly emphasizing glasses and characteristic expression, drawn in a casual, immediate style with emphasis on capturing essential features rather than precise detail","['portrait', 'sketch', 'glasses', 'mechanical pencil', 'sepia', 'gestural', 'contemporary', 'expressive', 'linework', 'study', 'quick drawing', 'head portrait', 'casual style']",Blog,,340.0,453.0
2020-04-27,GnT,24GnT0.jpg,"A sketch of a tall beverage cup with a straw, drawn in a simple style on white paper. The cup appears to have vertical lines suggesting ridges or texture, and there is some basic shading or hatching around the base to suggest a surface or shadow.","['Reddish-brown/sepia', 'White (paper)', 'Light grey (shadows)']","['Sketch', 'Line drawing', 'Observational drawing', 'Quick study', 'Minimalist']","A disposable drink cup with a straw, likely representing a fast-food or takeaway beverage container drawn in a geometric, simplified form","['cup', 'drink', 'straw', 'sketch', 'beverage', 'takeaway', 'disposable', 'container', 'drawing', 'study', 'line art', 'geometric', 'simple', 'fast food']",Blog,,340.0,453.0
2020-04-24,The space,26Thespace5.jpg,"A simple sketch of a reading or study setup, featuring a large book or notebook lying open on what appears to be a floor or surface, with a small side table or stand nearby. There's a suggestion of a fence or railing in the background. The drawing has a loose, informal quality with minimal detail.","['Light green', 'White', 'Pale mint green', 'Off-white background']","['Sketch', 'Minimalist', 'Quick study', 'Loose illustration', 'Monochromatic drawing']","A simple interior scene showing a reading or study setup with an open book and small furniture piece, suggesting a quiet, contemplative space","['book', 'sketch', 'study', 'reading', 'interior', 'minimal', 'green', 'furniture', 'table', 'monochrome', 'simple', 'drawing', 'illustration']",Blog,,340.0,255.0
2020-04-23,Keeps going,27Keepsgoing6.jpg,"A simple portrait sketch rendered in light green, showing a head and shoulders view of a figure wearing what appears to be a buttoned-up jacket or coat. The drawing features expressive eyes, defined facial features, and a slight smile. The lines are loose and sketchy, giving the portrait a casual, informal feel.","['Light green', 'White (background)', 'Various shades of mint green', 'Pale sage']","['Sketch art', 'Loose drawing', 'Contemporary portrait', 'Minimalist', 'Gestural drawing']",A portrait drawing showing the head and upper torso of a figure wearing formal attire with buttons down the front,"['portrait', 'sketch', 'green', 'monochromatic', 'casual drawing', 'loose style', 'contemporary art', 'digital sketch', 'minimal', 'expressive', 'portrait study', 'fashion illustration']",Blog,,340.0,442.0
2020-04-22,Lockdown day whatever,28Lockdowndaywhatever5.png,"A simple sketch portrait done in a casual, cartoonish style showing a profile view of a figure wearing square glasses. The hair is depicted with spiky, energetic strokes pointing upward, giving a punk or alternative aesthetic.","['Lime green', 'White background', 'Light green shading']","['Casual sketch', 'Cartoon', 'Minimalist', 'Quick gesture drawing']","A side-view portrait sketch showing distinctive square glasses and spiky hair, rendered in a simple, expressive style","['sketch', 'profile', 'glasses', 'spiky hair', 'green', 'cartoon', 'punk', 'minimalist', 'portrait', 'quick drawing', 'alternative style']",Blog,,340.0,452.0
2020-04-17,Subjects starting to run dry,29Subjectsstartingtorundry2.jpg,"A simple sketch of a teacup and saucer rendered in loose, gestural strokes. The drawing has a casual, quick feel with circular motions defining the cup's form and rim, complemented by a handle on the side and a detailed saucer beneath.","['Lime green', 'White', 'Light sage green', 'Pale mint']","['Sketch', 'Casual illustration', 'Minimalist', 'Loose gestural drawing', 'Contemporary doodle']","A single teacup and saucer drawn in a casual, sketchy style with emphasis on basic form and shape rather than detail","['teacup', 'saucer', 'sketch', 'green', 'minimal', 'casual', 'kitchenware', 'beverage', 'coffee cup', 'tea service', 'drawing', 'illustration', 'doodle']",Blog,,340.0,299.0
2020-04-15,Pain point,30Painpoint4.png,"A simple portrait sketch rendered in light green, showing a figure wearing round glasses. The drawing captures facial features with minimal, loose lines, focusing on essential elements like the glasses, facial expression, and basic contours.","['Light green', 'White (paper)', 'Pale sage green tones']","['Sketch art', 'Minimalist drawing', 'Loose line drawing', 'Quick study', 'Gestural portrait']","A portrait sketch of a figure wearing round glasses, rendered with simple lines showing facial features and a contemplative expression","['portrait', 'sketch', 'green', 'glasses', 'minimal', 'line drawing', 'monochromatic', 'quick sketch', 'study', 'facial features', 'contemporary', 'simple']",Blog,,340.0,453.0
2020-04-14,Scribbling to mediocrity,31Scribblingtomediocrity3.png,"A sketch portrait showing a figure wearing formal attire including a bow tie and buttoned garment. The drawing has a gentle, contemplative expression and is rendered in loose, sketchy strokes.","['Light blue', 'White', 'Various shades of blue-grey']","['Sketch art', 'Gestural drawing', 'Loose illustrative style', 'Portrait study', 'Blue line art']","A portrait sketch showing the head and shoulders of a figure in formal dress, including a bow tie. The drawing has a soft, contemplative quality with attention paid to facial features and basic clothing details.","['sketch', 'portrait', 'blue pencil', 'formal wear', 'bow tie', 'artistic', 'drawing', 'illustration', 'monochrome', 'gestural', 'contemplative', 'study', 'line art']",Blog,,340.0,452.0
2020-04-12,Elementary,32Elementary0.jpg,"A monochromatic blue sketch depicting a silhouette of a figure wearing a hat and smoking a pipe, with wispy smoke curling up from the pipe. The drawing has a loose, sketchy quality with visible brush or crayon strokes.","['Blue', 'Light blue', 'Navy blue', 'White (background)']","['Sketch', 'Minimalist', 'Gestural drawing', 'Impressionistic', 'Loose illustration']","A silhouette figure smoking a pipe, presented in a casual, relaxed pose. The figure appears to be wearing a hat and has a distinctive profile shape.","['silhouette', 'pipe smoking', 'monochromatic', 'blue', 'sketch', 'hat', 'smoke', 'profile', 'casual', 'illustration', 'artistic', 'minimalist', 'gestural']",Blog,,340.0,368.0
2020-04-12,Atticus Punding,33AtticusPunding5.png,"A sketchy blue illustration of a figure wearing a formal suit and hat in a classic film noir style. The drawing has a loose, gestural quality with confident brush strokes creating a mysterious silhouette.","['Various shades of blue', 'White highlights', 'Monochromatic palette']","['Sketch art', 'Film noir aesthetic', 'Gestural drawing', 'Minimalist', 'Loose illustration']","A figure in formal attire, depicted in profile view, wearing a suit jacket and wide-brimmed hat in a classic detective or noir style","['noir', 'sketch', 'blue', 'monochromatic', 'detective', 'silhouette', 'hat', 'suit', 'mystery', 'profile', 'illustration', 'gestural', 'vintage']",Blog,,340.0,452.0
2020-04-04,Purple period,34Purpleperiod8.png,"A sketchy portrait drawing rendered in purple tones, showing a face with an expressive mouth and defined eyes. The hair is depicted with energetic, spiky strokes, and the overall drawing has a loose, gestural quality.","['Purple', 'Magenta', 'White (paper/background)', 'Various shades of lilac']",Quick sketch/gestural drawing with an expressionist quality,"A portrait drawing featuring dynamic linework and expressive features, rendered in a casual, sketch-like manner","['sketch', 'portrait', 'purple', 'monochromatic', 'expressionist', 'gestural', 'loose drawing', 'quick sketch', 'artistic', 'contemporary', 'marker drawing', 'line art']",Blog,,340.0,452.0
2020-03-04,At the embassy,35Attheembassy3.jpg,"A charcoal or pencil sketch portrait showing a person with shoulder-length hair wearing a simple t-shirt. The drawing has strong expressive lines and shows the subject from roughly chest-level up. The facial features are drawn with bold strokes, creating a somewhat intense or contemplative expression.","['Black', 'White', 'Various shades of grey']",Expressive sketch art with elements of gesture drawing and contemporary portraiture. The style is loose and gestural with a focus on capturing emotion rather than photorealistic detail.,"A portrait study showing a person in casual attire. The drawing emphasizes the subject's facial expression and uses bold, confident strokes to define features and form.","['sketch', 'portrait', 'charcoal drawing', 'expressive art', 'black and white', 'contemporary art', 'gestural drawing', 'character study', 'informal portrait', 'casual pose', 'monochrome', 'rough sketch']",Blog,,340.0,465.0
2020-03-04,Financier,36Financier2.jpg,"A black and white charcoal-style portrait sketch showing a profile view of a figure wearing round glasses and formal attire including a suit and tie. The artwork has bold, expressive strokes and emphasizes strong contrast between light and dark areas.","['Black', 'White', 'Various shades of grey']","['Expressionist', 'Sketch art', 'Portrait drawing', 'Monochromatic', 'Loose gestural style']","A profile portrait sketch of a figure in professional attire, characterized by round glasses, a defined nose, and formal suit. The drawing captures a serious, dignified expression and maintains a professional demeanor.","['Portrait', 'Profile view', 'Sketch', 'Charcoal', 'Monochrome', 'Round glasses', 'Formal wear', 'Business attire', 'Black and white', 'Professional', 'Artistic', 'Expression', 'Character study']",Blog,,340.0,474.0
2020-03-01,British car day,38Britishcarday0.jpg,"A simple sketch showing a car with its trunk open and a stick figure standing behind it. The drawing is rendered in a loose, casual style with visible sketch marks. There's a drawing tool visible at the top of the image.","['Reddish brown', 'White (paper)', 'Grey (visible tool)']","['Sketch', 'Simple illustration', 'Casual drawing', 'Minimalist', 'Freehand']",A casual sketch of a car scene depicting someone loading or unloading something from the trunk of a vehicle. The car appears to be a hatchback or compact car style vehicle.,"['sketch', 'car', 'automobile', 'trunk', 'loading', 'stick figure', 'transportation', 'casual drawing', 'freehand', 'simple illustration', 'hatchback', 'vehicle']",Blog,,340.0,255.0
2020-02-26,Doesnt like green tea,39Doesn-tlikegreentea6.jpg,"A sketch portrait drawn on white paper showing a smiling figure with long straight hair. The drawing is done in a loose, sketchy style with hatching and line work to create dimension. A mechanical pencil or similar drawing tool is visible at the left edge of the paper.","['Terra cotta/reddish-brown', 'White (paper)', 'Grey (visible tool)']","['Sketch', 'Portrait drawing', 'Gestural', 'Linear', 'Loose illustration']","A portrait sketch showing a figure from roughly the shoulders up, featuring a warm expression and long straight hair, rendered in a casual, spontaneous style","['portrait', 'sketch', 'drawing', 'illustration', 'figure', 'monochromatic', 'conte', 'hatching', 'gesture drawing', 'sketchbook', 'study', 'art']",Blog,,340.0,453.0
2020-02-22,Why are hands so hard,40Whyarehandssohard-6.jpg,"A sketch portrait drawn in a sketchbook, showing a casual portrait with tousled hair and a slight smile. The drawing is placed on a white page with glasses and what appears to be a pen visible at the edges of the frame.","['Sepia/reddish brown', 'White (paper)', 'Cream (paper undertone)']","['Quick sketch', 'Loose gestural drawing', 'Contemporary portraiture', 'Casual sketching', 'Life drawing']","A casual portrait sketch showing a person wearing what appears to be casual clothing, with expressive features and naturally styled hair","['portrait', 'sketch', 'sepia', 'drawing', 'sketchbook', 'casual', 'gestural', 'artistic', 'study', 'pencil drawing', 'expressive', 'contemporary']",Blog,,340.0,453.0
2020-02-21,Mouse in profile,41Mouseinprofile2.jpg,"A sketch portrait in profile view drawn on white paper, showing a figure with long hair in a contemplative pose. The drawing captures subtle facial features and expressions through delicate linework.","['Reddish-brown/sanguine', 'White (paper)', 'Warm terracotta tones']","['Realistic sketch', 'Traditional portrait drawing', 'Life drawing', 'Gestural', 'Classical drawing technique']","A profile portrait sketch showing features in a classical style, with attention to facial structure, long flowing hair, and natural proportions","['profile', 'portrait', 'sketch', 'sanguine', 'classical drawing', 'life drawing', 'facial study', 'traditional art', 'red chalk style', 'gestural drawing', 'portrait study', 'fine art']",Blog,,340.0,453.0
2020-02-20,Lil tree,43Liltree6.jpg,"A sketch of a palm tree drawn with soft, flowing lines showing drooping fronds and a simple base. The drawing has a relaxed, tropical feel with gentle horizontal lines suggesting a horizon or background.","['Reddish-brown/Sepia', 'White paper background', 'Light gray tones from shading']","['Loose sketch', 'Naturalistic drawing', 'Minimalist', 'Gestural drawing']","A single palm tree, likely a coconut palm, drawn in a simplified manner with emphasis on the characteristic drooping fronds and cylindrical trunk planted in what appears to be a circular base or ground area","['palm tree', 'tropical', 'sketch', 'botanical drawing', 'sepia', 'nature', 'coastal', 'beach', 'simple', 'minimalist', 'flora', 'tree study']",Blog,,340.0,453.0
2020-02-20,Cafe cat,42Cafecat1.jpg,"A simple sketch of a cat's face and partial body drawn on white paper, showing expressive round eyes, pointed ears, whiskers, and a triangular nose. A wooden pencil or drawing implement is visible at the top of the image.","['Terracotta/salmon pink', 'Off-white paper', 'Wooden brown (pencil holder)']","['Sketch', 'Cartoon', 'Minimalist', 'Loose line drawing', 'Freehand illustration']","A whimsical cartoon-style cat portrait with emphasized facial features, drawn in a simple, childlike manner with loose, flowing lines","['cat drawing', 'sketch', 'cartoon cat', 'feline art', 'simple illustration', 'line drawing', 'whimsical', 'doodle', 'cat face', 'animal sketch', 'minimalist drawing']",Blog,,340.0,453.0
2020-02-08,Arrived in Bangkok,44ArrivedinBangkok1.jpg,"A sketch depicting a figure standing beside a train timetable or departure board in what appears to be a railway station. The drawing shows diagonal architectural lines suggesting a roof structure, and a detailed numerical board with multiple time slots arranged in a grid format.","['Reddish brown', 'Off-white/cream paper', 'Light blue-grey background']","['Quick sketch', 'Observational drawing', 'Urban sketching', 'Loose line work', 'Gestural drawing']","A railway station scene focusing on a passenger checking the departure board or timetable, capturing a moment of everyday urban life","['railway station', 'train timetable', 'departure board', 'sketch', 'commuter', 'public transport', 'urban scene', 'architecture', 'travel', 'passenger', 'station roof', 'transportation', 'schedule', 'numbers']",Blog,,340.0,435.0
2020-02-04,I went to a farm in Siem Reap,45IwenttoafarminSiemReap-3.jpg,"A rustic sketch depicting a figure in period dress, wearing a wide-brimmed hat and long coat, standing in what appears to be a rural or garden setting with vertical fence posts or vegetation in the background. The drawing has a loose, gestural quality with simple lines capturing the essence of the scene.","['Reddish brown', 'Off-white paper', 'Sepia tones']","['Sketch', 'Gestural drawing', 'Quick study', 'Minimalist', 'Impressionistic']","A figure in historical or period clothing standing in a rustic outdoor setting, rendered in a simple sketch style with minimal detail but effective composition","['sketch', 'period costume', 'garden', 'rural', 'hat', 'coat', 'fence', 'sepia', 'rustic', 'minimal', 'historical', 'standing figure', 'outdoor scene']",Blog,,340.0,480.0
2020-02-01,Really loving the remorques in Cambodia,48Reallylovingtheremorque-sinCambodia1.jpg,"A simple sketch drawing of a motorcycle pulling what appears to be a small trailer or cart. The drawing is done in a loose, freehand style with basic geometric shapes defining the wheels, body of the motorcycle, and the attached cart which has an elongated oval top.","['Reddish-brown/sepia', 'White (paper)', 'Light shadowing in same tone']","['Sketch art', 'Child-like drawing', 'Minimalist', 'Freehand drawing', 'Simple line art']","A motorcycle with an attached trailer or cart, drawn in a basic illustrative style showing the vehicle from a side profile view","['motorcycle', 'trailer', 'sketch', 'transportation', 'vehicle', 'wheels', 'cart', 'drawing', 'freehand', 'sepia', 'child art', 'simple', 'illustration']",Blog,,340.0,213.0
2020-01-25,Angkor Thom today,53AngkorThomtoday3.jpg,"A sketch of an urban landscape showing tall buildings or skyscrapers with distinctive architectural features. The buildings appear to have faces incorporated into their upper sections, giving them an anthropomorphic quality. The drawing has a loose, gestural quality with architectural elements rendered in simple lines.","['Reddish-brown', 'Off-white/cream (paper)', 'Light grey shadows']","['Urban sketch', 'Architectural drawing', 'Whimsical illustration', 'Line drawing', 'Contemporary sketch']","Anthropomorphic architecture featuring buildings with facial features integrated into their design, creating a playful interpretation of urban architecture","['architecture', 'urban sketch', 'buildings', 'cityscape', 'whimsical', 'anthropomorphic', 'skyscrapers', 'line art', 'sepia', 'architectural illustration', 'surreal', 'fantasy architecture']",Blog,,340.0,234.0
2020-01-25,Some more from Angkor Thom,51SomemorefromAngkorThom8.jpg,"A sketch of an Art Deco-style skyscraper or tall building with a stepped, ziggurat-like profile. The drawing features geometric shapes and cross-hatching for shading, with stylized clouds or smoke in the background. The building has multiple windows and levels that get progressively smaller towards the top, culminating in a tower-like structure.","['Reddish-brown/Sepia', 'Off-white paper', 'Light grey shadows']","['Architectural sketch', 'Freehand drawing', 'Art Deco influence', 'Quick conceptual sketch']","An architectural drawing of a modernist or Art Deco skyscraper with stepped architecture, showing the building's facade and structural elements in a simplified form","['skyscraper', 'architecture', 'Art Deco', 'building', 'sketch', 'ziggurat', 'geometric', 'tower', 'urban', 'architectural drawing', 'stepped building', 'modernist', 'cityscape']",Blog,,340.0,255.0
2020-01-24,More from around Angkor Wat,55More-from-around-Angkor-Wat1.jpg,"A rough architectural sketch showing urban buildings and structures from an elevated perspective. The drawing features strong diagonal lines and geometric shapes, depicting what appears to be rooftops and building facades with a focus on perspective and spatial relationships.","['Reddish-brown/Sepia', 'White background', 'Light pink tones from pressure variations']","['Quick sketch', 'Architectural drawing', 'Loose gestural drawing', 'Urban sketching', 'Perspective study']","An urban rooftop scene drawn from an elevated viewpoint, showing building structures, geometric forms, and architectural elements with an emphasis on perspective and spatial relationships","['architectural sketch', 'urban drawing', 'rooftops', 'perspective drawing', 'sepia sketch', 'cityscape', 'building study', 'geometric shapes', 'quick sketch', 'architectural study', 'urban landscape', 'line drawing']",Blog,,340.0,255.0
2020-01-24,Finally made it to Angkor Wat,56FinallymadeittoAngkorWat3.jpg,"A simple sketch of an urban landscape showing multiple buildings along a horizon line. The drawing depicts what appears to be a city or town view with several structures of varying heights, including some taller buildings and what could be church spires or towers in the distance. The foreground shows loose, gestural lines suggesting a path or ground plane.","['Reddish-brown', 'Cream/off-white paper', 'Sepia tones']","['Quick sketch', 'Urban sketch', 'Loose gestural drawing', 'Architectural drawing', 'Minimalist']","An urban landscape featuring a series of buildings and architectural structures drawn in a loose, quick style from what appears to be a distance or elevated viewpoint","['urban sketch', 'cityscape', 'architecture', 'buildings', 'skyline', 'chalk drawing', 'landscape', 'architectural sketch', 'quick study', 'towers', 'perspective drawing', 'urban planning', 'street scene']",Blog,,340.0,208.0
2020-01-24,Reflections on a thousand Buddhas,58Reflections-on-a-thousand-Buddhas9.jpg,A series of four simple sketch portraits depicting peaceful Buddhist-style faces with different headdresses and expressions. The sketches appear to be minimalist studies focusing on facial features and traditional Buddhist head ornaments.,"['Terracotta red', 'Off-white paper', 'Subtle shadows through pressure variation']","['Minimalist sketch', 'Line drawing', 'Traditional Asian art influence', 'Study drawings', 'Contemplative portraiture']","A collection of Buddhist-inspired portrait sketches showing different expressions and traditional headdresses, each face conveying a sense of serenity and meditation","['Buddhist art', 'Sketch', 'Portrait study', 'Meditation', 'Spiritual art', 'Traditional headdress', 'Asian art influence', 'Minimalist drawing', 'Religious iconography', 'Face study', 'Contemplative art', 'Line drawing']",Blog,,340.0,459.0
2020-01-20,Think theres a monastery at the end of my street,59Thinkthere-samonasteryattheendofmystreet0.jpg,"A sketch of a grand piano in what appears to be a performance space or room with brick walls. The drawing shows the piano from a side angle, with decorative carved details on the music stand. There are some architectural elements suggested in the background including what might be stage or room features.","['Reddish-brown', 'White/cream paper', 'Light blue tint', 'Varying shades of terracotta']","['Quick sketch', 'Architectural drawing', 'Loose gestural drawing', 'Observational sketch', 'Linear drawing']","A grand piano in an interior setting, focusing on the instrument's profile and its relationship to the architectural space around it","['piano', 'grand piano', 'musical instrument', 'interior sketch', 'architectural drawing', 'brick wall', 'performance space', 'music room', 'monochromatic', 'sepia sketch', 'furniture drawing', 'musical equipment']",Blog,,340.0,265.0
2020-01-20,Really getting into Khmer architecture,60ReallygettingintoKhmerarchitecture3.jpg,"A sketch of a traditional East Asian architectural structure, likely a pagoda or temple roof, featuring distinctive upturned eaves and traditional tiered design. The drawing emphasizes vertical lines and angular roof elements in a loose, gestural style.","['Reddish-brown', 'Light blue-grey (paper)', 'White (negative space)']","['Architectural sketch', 'Gestural drawing', 'Quick study', 'Loose illustrative style']","A traditional Chinese or Japanese architectural element, focusing on the distinctive roof structure with its upward-curving corners and tiered design typical of East Asian temple architecture","['pagoda', 'temple', 'Asian architecture', 'architectural sketch', 'traditional building', 'eaves', 'roof detail', 'oriental design', 'architectural drawing', 'heritage building', 'traditional structure', 'red chalk drawing']",Blog,,340.0,248.0
2020-01-19,Walking along the Mekong,61WalkingalongtheMekong2.jpg,"A simple sketch of flowers in a pot, rendered with loose, gestural strokes. The drawing shows several blooms with stems emerging from a cylindrical container. The flowers appear to be simple, stylized forms with petals spread outward.","['Warm brown', 'Beige/cream paper', 'Sepia tones']","['Sketch', 'Gestural drawing', 'Minimalist', 'Quick study', 'Loose illustration']","A potted flower arrangement drawn in a simple, sketch-like manner, featuring what appears to be several flowers with stems in a basic cylindrical pot or vase","['flowers', 'sketch', 'botanical', 'potted plant', 'floral drawing', 'brown pencil', 'loose drawing', 'plant illustration', 'vase', 'garden art', 'simple drawing', 'nature sketch']",Blog,,340.0,453.0
2020-01-18,Mmmmmboats,62Mmmmmboats1.jpg,"A sketch of sailboats on rough waters, drawn with loose, gestural strokes. The scene depicts multiple sailing vessels with tall triangular sails navigating what appears to be choppy seas. The background suggests stormy or overcast conditions with crosshatched marks indicating atmosphere.","['Reddish-brown', 'Cream/off-white paper', 'Sepia tones']","['Rough sketch', 'Gestural drawing', 'Maritime art', 'Quick study', 'Impressionistic']","Maritime scene featuring sailing boats on rough waters, capturing the movement and energy of boats sailing through choppy seas","['sailboat', 'maritime', 'nautical', 'sketch', 'seascape', 'waves', 'rough seas', 'sailing', 'boats', 'ocean', 'storm', 'sepia', 'gestural', 'movement', 'crosshatching']",Blog,,340.0,249.0
2020-01-17,Quick lines,63Quicklines9.jpg,"A sketched portrait showing a face in profile view, rendered with loose, expressive linework. The drawing captures facial features with a stylized approach, showing tousled hair, defined cheekbones, and an ear with an earring. The sketch has a contemporary, artistic quality with gestural marks.","['Reddish brown', 'Off-white paper', 'Light blue tint in background']","['Contemporary sketch', 'Gestural drawing', 'Expressive linework', 'Quick study', 'Modern portrait']","A portrait study featuring strong angular features, drawn in profile view with emphasis on the bone structure and characteristic features like tousled hair and an earring","['sketch', 'portrait', 'profile', 'contemporary art', 'gestural', 'expressive', 'study', 'drawing', 'monochromatic', 'line art']",Blog,,340.0,496.0
2019-12-27,Need a scarf,68Needascarf5.jpg,"A simple line drawing portrait sketched in purple, featuring round glasses, spiky or messy hair, and minimalist facial features captured in a loose, expressive style. The drawing shows basic contours of a face with distinct eyewear as its focal point.","['Purple', 'Off-white/cream (paper)', 'Light grey (paper shadows)']","['Minimalist sketch', 'Loose line drawing', 'Contemporary casual illustration', 'Quick gesture drawing', 'Cartoon-like simplification']","A front-facing portrait sketch focusing on basic facial features, with emphasis on round glasses and distinctive hair styling, drawn in a casual, unstudied manner","['sketch', 'purple', 'glasses', 'portrait', 'line drawing', 'minimalist', 'casual art', 'contemporary', 'quick sketch', 'monochromatic', 'spiky hair', 'simple portrait', 'doodle']",Blog,,340.0,442.0
2019-12-26,Christmas markets,69Christmasmarkets2.jpg,"A simple sketch drawing showing what appears to be interior furniture, including what looks like a desk or table on the right and possibly a shelving unit or bookcase on the left. The drawing is done in a loose, gestural style with basic line work.","['Reddish-brown/sepia', 'White background', 'Light gray shadows']",Quick observational sketch,Interior furniture layout or room sketch showing basic forms and spatial relationships between furniture pieces,"['sketch', 'furniture', 'interior', 'desk', 'shelving', 'line drawing', 'rough draft', 'architectural sketch', 'room layout', 'sepia', 'minimal', 'gestural', 'perspective drawing']",Blog,,340.0,234.0
2019-12-22,Ghost,70Ghost6.jpg,"A rough, abstract sketch featuring a geometric pattern divided into two sections by a wavy line. The top section contains three prominent circular spiral shapes arranged in a triangular pattern, surrounded by organic, cell-like patterns. The bottom section shows a continuation of the textured, cellular pattern without the spiral elements.","['Reddish-brown', 'Off-white (paper)', 'Light terracotta']","['Abstract', 'Primitive', 'Organic', 'Doodle-like', 'Textural sketch']","An abstract composition featuring organic patterns and spiral elements, possibly inspired by cellular structures, coral, or microscopic organisms","['abstract', 'organic', 'spiral', 'cellular', 'pattern', 'sketch', 'texture', 'geometric', 'biomorphic', 'doodle', 'natural forms', 'conte crayon', 'divided composition']",Blog,,340.0,470.0
2019-12-21,Wrinkly,72Wrinkly3.png,"A simple black and white sketch portrait showing a person wearing rectangular glasses. The drawing is done in a minimalist style with quick, loose brushstrokes. The subject has a serious expression and appears to be balding or have short hair.","['Black', 'White', 'Grey (various tones)']","['Quick sketch', 'Minimalist', 'Digital illustration', 'Gestural drawing', 'Monochromatic']","A head and shoulders portrait sketch of a person wearing rectangular glasses, rendered in a quick, gestural style with minimal detail","['sketch', 'portrait', 'glasses', 'digital art', 'monochrome', 'minimalist', 'brushwork', 'quick drawing', 'character study', 'head shot', 'black and white', 'illustration']",Blog,,340.0,453.0
2019-12-15,More pot plants,74Morepotplants8.jpg,"A simple sketch of flowers in a round pot or vase. The drawing features three flower stems with blooms that appear to be daisies or similar simple flowers, along with some leaves at the base. The pot is drawn with basic horizontal shading lines, and there's a shadow beneath it.","['Black', 'White', 'Grey (from shading)']","['Sketch', 'Line drawing', 'Digital illustration', 'Minimalist', 'Quick sketch', 'Freehand drawing']","A potted flower arrangement with three blooming stems in a round vessel, depicted in a casual, sketchy style with simple lines and basic shading","['flower sketch', 'botanical drawing', 'potted plant', 'line art', 'digital sketch', 'flower pot', 'daisies', 'simple drawing', 'monochrome', 'vase', 'floral illustration', 'casual sketch']",Blog,,340.0,377.0
